gender,senior_citizen,partner,dependents,tenure,phone_service,multiple_lines,internet_service,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,contract,paperless_billing,payment_method,monthly_charges,total_charges,avg_charge_per_tenure,high_monthly_charge,short_tenure,is_long_term_contract,customer_id,actual_churn,churn_risk_score,risk_level,recommended_action
Female,0,Yes,Yes,49,No,No phone service,DSL,Yes,No,No,Yes,No,No,One year,Yes,Credit card (automatic),35.8,1782.0,35.64,0,0,1,5170-PTRKA,0,0.0993014946356008,Low Risk,Normal monitoring
Male,0,No,No,18,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,25.15,476.8,25.094736842105263,0,0,0,4819-HJPIW,0,0.4526470074128554,Medium Risk,Send satisfaction survey and retention message
Female,0,No,No,25,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),19.2,532.1,20.46538461538461,0,0,0,8780-RSYYU,0,0.2139665949146203,Low Risk,Normal monitoring
Male,0,No,Yes,23,No,No phone service,DSL,Yes,No,Yes,Yes,No,No,Two year,No,Mailed check,40.1,857.75,35.739583333333336,0,0,1,2335-GSODA,0,0.0624136138414866,Low Risk,Normal monitoring
Male,0,Yes,Yes,67,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),103.15,6895.5,101.40441176470588,1,0,1,5696-CEIQJ,0,0.0954158174991541,Low Risk,Normal monitoring
Male,0,Yes,Yes,35,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),20.5,759.35,21.093055555555555,0,0,1,6169-PPETC,0,0.0244748972867424,Low Risk,Normal monitoring
Male,0,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,45.85,45.85,22.925,0,1,0,4237-RLAQD,1,0.7258032770791574,High Risk,Offer long-term contract discount
Male,0,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),114.45,8375.05,114.7267123287671,1,0,1,7359-WWYJV,0,0.1084853398325136,Low Risk,Normal monitoring
Female,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,20.7,20.7,10.35,0,1,0,8620-RJPZN,0,0.4909941399470659,Medium Risk,Send satisfaction survey and retention message
Male,1,Yes,Yes,60,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,80.95,4859.1,79.65737704918034,1,0,0,7426-WEIJX,0,0.5013985046854967,Medium Risk,Send satisfaction survey and retention message
Female,0,No,No,7,Yes,No,DSL,Yes,No,No,No,No,Yes,One year,Yes,Electronic check,59.1,369.25,46.15625,0,1,1,7629-WIXZF,0,0.5021516453258448,Medium Risk,Send satisfaction survey and retention message
Male,0,No,No,64,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.55,1240.15,19.07923076923077,0,0,1,2616-FLVQC,0,0.0145170949786249,Low Risk,Normal monitoring
Female,0,No,No,15,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,48.85,736.8,46.05,0,0,0,9163-GHAYE,0,0.4068277673644124,Medium Risk,Send satisfaction survey and retention message
Male,0,Yes,Yes,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.85,35.9,11.966666666666669,0,1,1,4464-JCOLN,1,0.1988235873843073,Low Risk,Normal monitoring
Female,0,No,No,13,Yes,Yes,DSL,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,78.75,995.35,71.09642857142858,1,0,0,2971-SGAFL,0,0.6775814505103449,Medium Risk,Send satisfaction survey and retention message
Male,0,No,No,26,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,98.35,2515.3,93.15925925925929,1,0,0,4735-ASGMA,1,0.8432898235314056,High Risk,Offer long-term contract discount
Female,0,Yes,No,52,No,No phone service,DSL,Yes,No,Yes,No,No,No,One year,No,Mailed check,35.45,1958.95,36.96132075471698,0,0,1,5245-VDBUR,0,0.1050734077847726,Low Risk,Normal monitoring
Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),20.2,20.2,10.1,0,1,0,1493-AMTIE,1,0.4888033445294488,Medium Risk,Send satisfaction survey and retention message
Female,1,No,No,15,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,89.85,1424.95,89.059375,1,0,0,1112-CUNAO,1,0.7454057297774308,High Risk,Offer long-term contract discount
Female,0,No,No,2,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),74.9,147.15,49.05,1,1,0,7571-YXDAD,1,0.8477640698560484,High Risk,Offer long-term contract discount
Female,0,Yes,Yes,31,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,91.15,2995.45,93.6078125,1,0,0,8714-EUHJO,1,0.6782153938507145,Medium Risk,Send satisfaction survey and retention message
Male,0,No,No,26,Yes,No,Fiber optic,No,Yes,No,No,No,No,One year,No,Bank transfer (automatic),75.5,2018.1,74.74444444444444,1,0,1,9040-KZVWO,0,0.2680615796422789,Low Risk,Normal monitoring
Female,0,No,No,10,No,No phone service,DSL,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,29.75,301.9,27.44545454545454,0,1,0,6713-OKOMC,0,0.4905943429474184,Medium Risk,Send satisfaction survey and retention message
Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.05,20.05,10.025,0,1,0,8749-CLJXC,0,0.4085026943216397,Medium Risk,Send satisfaction survey and retention message
Female,1,No,No,2,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,79.6,195.05,65.01666666666667,1,1,0,4713-LZDRV,1,0.897998258524286,High Risk,Offer long-term contract discount
Male,0,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),19.3,28.3,9.433333333333334,0,1,1,6598-RFFVI,1,0.2388213658016774,Low Risk,Normal monitoring
Female,0,Yes,No,13,No,No phone service,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),48.75,633.4,45.24285714285714,0,0,0,7470-MCQTK,1,0.7207854161737658,High Risk,Offer long-term contract discount
Male,0,Yes,Yes,33,Yes,No,DSL,Yes,No,Yes,No,Yes,Yes,One year,No,Credit card (automatic),74.75,2453.3,72.15588235294118,1,0,1,5524-KHNJP,0,0.1537767181991569,Low Risk,Normal monitoring
Female,1,No,No,46,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,One year,Yes,Bank transfer (automatic),91.3,4126.35,87.79468085106383,1,0,1,1707-HABPF,0,0.3765464504860967,Low Risk,Normal monitoring
Female,0,No,No,13,No,No phone service,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,49.15,649.4,46.385714285714286,0,0,0,4581-LNWUM,0,0.7124041692703609,High Risk,Offer long-term contract discount
Female,1,No,No,37,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),106.75,4056.75,106.75657894736842,1,0,0,9710-ZUSHQ,1,0.646155607512821,Medium Risk,Send satisfaction survey and retention message
Female,0,Yes,Yes,61,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),19.1,1143.8,18.448387096774194,0,0,1,1697-LYYYX,0,0.0309286282471147,Low Risk,Normal monitoring
Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.8,20.8,10.4,0,1,0,4013-GUXND,0,0.4084670711636822,Medium Risk,Send satisfaction survey and retention message
Female,0,Yes,Yes,9,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,75.85,647.5,64.75,1,1,0,5022-JNQEQ,0,0.734825796737111,High Risk,Offer long-term contract discount
Male,0,No,No,3,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,69.6,207.4,51.85,0,1,0,4983-CCWMC,0,0.824170568043717,High Risk,Offer long-term contract discount
Male,0,Yes,No,69,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.9,1363.45,19.477857142857143,0,0,1,6345-FZOQH,0,0.0133997798404283,Low Risk,Normal monitoring
Female,0,Yes,Yes,62,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),20.3,1296.15,20.57380952380953,0,0,1,0962-CQPWQ,0,0.0122207668963581,Low Risk,Normal monitoring
Male,0,No,No,20,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,19.7,419.4,19.97142857142857,0,0,1,5495-GPSRW,0,0.0588799844414401,Low Risk,Normal monitoring
Male,0,No,No,61,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,No,Electronic check,104.0,6363.45,102.63629032258063,1,0,1,2252-JHJGE,0,0.4088533197553834,Medium Risk,Send satisfaction survey and retention message
Female,0,No,No,4,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,23.9,97.5,19.5,0,1,1,7356-AYNJP,0,0.3250014282205325,Low Risk,Normal monitoring
Male,0,Yes,No,63,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Two year,No,Electronic check,102.6,6296.75,98.38671875,1,0,1,2019-HDCZY,0,0.2988377240811935,Low Risk,Normal monitoring
Male,0,No,No,50,No,No phone service,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,35.0,1782.4,34.94901960784314,0,0,0,8582-KRHPJ,0,0.2480785506679586,Low Risk,Normal monitoring
Male,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,80.5,80.5,40.25,1,1,0,2867-UIMSS,1,0.9266750690673932,High Risk,Offer long-term contract discount
Female,0,Yes,Yes,70,Yes,No,DSL,Yes,Yes,Yes,Yes,No,Yes,One year,No,Credit card (automatic),74.1,5222.3,73.55352112676057,1,0,1,3487-EARAT,0,0.0412280859718306,Low Risk,Normal monitoring
Female,0,Yes,Yes,72,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),76.8,5468.45,74.91027397260274,1,0,1,9926-PJHDQ,0,0.0891378478075318,Low Risk,Normal monitoring
Female,0,No,No,35,Yes,No,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,No,Electronic check,60.55,1982.6,55.07222222222222,0,0,0,0289-IVARM,0,0.2488671894072531,Low Risk,Normal monitoring
Male,0,No,No,12,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,67.25,832.3,64.02307692307691,0,1,0,4672-FOTSD,0,0.4862358941205288,Medium Risk,Send satisfaction survey and retention message
Female,0,Yes,No,56,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,No,Bank transfer (automatic),109.8,6109.65,107.18684210526315,1,0,1,6198-PNNSZ,0,0.3219521585465203,Low Risk,Normal monitoring
Male,0,No,Yes,12,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),73.75,871.4,67.03076923076922,1,1,0,7603-USHJS,1,0.7491973436819273,High Risk,Offer long-term contract discount
Female,0,No,No,36,Yes,Yes,DSL,No,No,Yes,No,No,No,One year,No,Electronic check,55.8,1941.5,52.472972972972975,0,0,1,6784-XYJAE,0,0.2433319596349077,Low Risk,Normal monitoring
Female,0,Yes,No,40,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,No,Bank transfer (automatic),105.75,4228.55,103.13536585365854,1,0,1,3858-XHYJO,0,0.395371951122166,Low Risk,Normal monitoring
Female,0,No,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.6,59.75,14.9375,0,1,0,1087-UDSIH,1,0.43097586909207,Medium Risk,Send satisfaction survey and retention message
Female,1,No,No,40,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),103.75,4188.4,102.1560975609756,1,0,1,7251-LJBQN,0,0.5221307514802074,Medium Risk,Send satisfaction survey and retention message
Male,0,Yes,No,67,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Two year,No,Credit card (automatic),70.9,4677.1,68.78088235294118,1,0,1,3200-MNQTF,0,0.0237803190929552,Low Risk,Normal monitoring
Female,0,No,No,67,Yes,No,DSL,Yes,No,Yes,Yes,No,Yes,One year,Yes,Bank transfer (automatic),72.35,4991.5,73.40441176470588,1,0,1,9359-UGBTK,0,0.0721522292715936,Low Risk,Normal monitoring
Female,0,No,No,7,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,66.85,458.1,57.2625,0,1,0,8160-HOWOX,0,0.7792026637861457,High Risk,Offer long-term contract discount
Male,0,No,No,3,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,No,Electronic check,90.4,268.45,67.1125,1,1,0,0258-NOKBL,0,0.8570114922589637,High Risk,Offer long-term contract discount
Male,0,No,No,42,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,100.3,4222.95,98.20813953488371,1,0,0,2800-QQUSO,0,0.7414773307840663,High Risk,Offer long-term contract discount
Female,0,Yes,Yes,40,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,26.2,1077.5,26.28048780487805,0,0,0,2129-ALKBS,0,0.243319910393163,Low Risk,Normal monitoring
Female,1,Yes,No,53,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,No,One year,Yes,Electronic check,94.0,4871.45,90.21203703703704,1,0,1,9972-VAFJJ,0,0.3935473620825667,Low Risk,Normal monitoring
Female,0,No,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,19.55,61.05,15.2625,0,1,0,4693-VWVBO,0,0.4346207316703742,Medium Risk,Send satisfaction survey and retention message
Female,1,No,No,9,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,90.1,816.8,81.67999999999999,1,1,0,6969-MVBAI,0,0.8938148417572631,High Risk,Offer long-term contract discount
Female,0,Yes,Yes,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),20.1,1326.25,18.16780821917808,0,0,1,4821-WQOYN,0,0.0140452025727368,Low Risk,Normal monitoring
Male,1,No,No,46,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,No,Electronic check,85.0,3969.4,84.45531914893617,1,0,0,6769-DYBQN,1,0.5120995097188814,Medium Risk,Send satisfaction survey and retention message
Female,0,Yes,Yes,61,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,24.1,1551.6,25.0258064516129,0,0,1,4018-PPNDW,0,0.0248581062672013,Low Risk,Normal monitoring
Female,0,Yes,Yes,54,Yes,No,DSL,Yes,No,Yes,Yes,No,Yes,Two year,No,Bank transfer (automatic),69.95,3871.85,70.39727272727272,0,0,1,6288-CHQJB,0,0.0259581709951253,Low Risk,Normal monitoring
Male,0,No,No,11,No,No phone service,DSL,No,No,Yes,No,Yes,No,One year,Yes,Electronic check,41.6,470.6,39.21666666666667,0,1,1,4905-JEFDW,1,0.6218709734106449,Medium Risk,Send satisfaction survey and retention message
Female,0,Yes,No,29,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,19.55,521.8,17.39333333333333,0,0,1,0559-CKHUS,0,0.0516133401946849,Low Risk,Normal monitoring
Male,0,Yes,Yes,67,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,111.3,7482.1,110.03088235294118,1,0,1,2659-VXMWZ,1,0.4016979657076542,Medium Risk,Send satisfaction survey and retention message
Male,0,Yes,Yes,49,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,One year,Yes,Electronic check,97.95,4917.9,98.358,1,0,1,6559-RAKOZ,0,0.4956830451989669,Medium Risk,Send satisfaction survey and retention message
Male,0,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),100.55,7325.1,100.34383561643835,1,0,1,8809-XKHMD,0,0.1030862664055713,Low Risk,Normal monitoring
Female,0,Yes,Yes,71,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),87.25,6328.7,87.89861111111111,1,0,1,6365-HITVU,0,0.0232028328949514,Low Risk,Normal monitoring
Female,1,No,No,44,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,One year,No,Bank transfer (automatic),74.85,3268.05,72.62333333333333,1,0,1,0134-XWXCE,0,0.1726559755002166,Low Risk,Normal monitoring
Male,0,Yes,Yes,41,Yes,No,DSL,Yes,Yes,Yes,No,No,No,One year,Yes,Bank transfer (automatic),60.3,2511.3,59.79285714285714,0,0,1,9720-JJJOR,0,0.0916036676811685,Low Risk,Normal monitoring
Female,0,No,No,11,Yes,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,58.95,601.6,50.13333333333333,0,1,0,2782-LFZVW,0,0.7097515469885451,High Risk,Offer long-term contract discount
Female,0,No,No,13,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.3,279.3,19.95,0,0,0,6112-KTHFQ,0,0.2734727961146708,Low Risk,Normal monitoring
Female,1,Yes,No,55,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,Two year,No,Credit card (automatic),88.8,4805.3,85.80892857142858,1,0,1,9220-ZNKJI,0,0.1248710635522351,Low Risk,Normal monitoring
Female,0,No,No,11,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,Credit card (automatic),48.55,501.0,41.75,0,1,0,9820-RMCQV,1,0.3841165712369362,Low Risk,Normal monitoring
Female,0,No,Yes,48,No,No phone service,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,No,Credit card (automatic),45.55,2108.35,43.02755102040816,0,0,0,9013-AQORL,0,0.2921900506843888,Low Risk,Normal monitoring
Male,0,No,No,31,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,One year,No,Credit card (automatic),81.7,2548.65,79.6453125,1,0,1,2040-OBMLJ,0,0.2930462067589326,Low Risk,Normal monitoring
Male,0,No,No,63,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),109.2,7049.75,110.15234375,1,0,1,5574-NXZIU,0,0.0814800054039102,Low Risk,Normal monitoring
Female,1,Yes,Yes,61,Yes,Yes,DSL,No,No,Yes,No,Yes,No,One year,Yes,Electronic check,65.2,3965.05,63.95241935483871,0,0,1,5446-DKWYW,0,0.2613246252655123,Low Risk,Normal monitoring
Female,0,Yes,Yes,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),24.25,1784.5,24.445205479452056,0,0,1,0480-KYJVA,0,0.0138469676612289,Low Risk,Normal monitoring
Female,0,Yes,Yes,53,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),108.25,5935.1,109.90925925925929,1,0,0,1074-AMIOH,0,0.4436845052654691,Medium Risk,Send satisfaction survey and retention message
Female,1,No,No,7,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,48.2,340.35,42.54375,0,1,0,0015-UOCOJ,0,0.6080468292483453,Medium Risk,Send satisfaction survey and retention message
Female,0,Yes,Yes,28,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,81.05,2227.1,76.79655172413793,1,0,0,0256-LTHVJ,1,0.6860721486930464,Medium Risk,Send satisfaction survey and retention message
Female,0,No,No,16,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,72.65,1194.3,70.25294117647059,1,0,0,4547-LYTDD,1,0.6981827345827067,Medium Risk,Send satisfaction survey and retention message
Female,0,No,Yes,7,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,71.05,472.65,59.08125,1,1,0,1077-HUUJM,0,0.7916068475074413,High Risk,Offer long-term contract discount
Female,0,No,No,5,Yes,Yes,DSL,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,64.0,370.25,61.708333333333336,0,1,0,2041-JIJCI,0,0.7364939015677432,High Risk,Offer long-term contract discount
Female,0,Yes,Yes,71,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),23.9,1663.5,23.104166666666668,0,0,1,1555-HAPSU,0,0.0145219169755267,Low Risk,Normal monitoring
Male,0,Yes,Yes,7,No,No phone service,DSL,Yes,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,34.5,279.25,34.90625,0,1,0,4323-SADQS,1,0.5539405125154803,Medium Risk,Send satisfaction survey and retention message
Male,1,No,No,11,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,111.4,1183.05,98.5875,1,1,0,3292-PBZEJ,0,0.8884363332567993,High Risk,Offer long-term contract discount
Male,0,No,No,52,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),63.9,3334.95,62.92358490566038,0,0,1,6203-HBZPA,0,0.063256346202285,Low Risk,Normal monitoring
Female,0,No,No,49,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,Two year,No,Bank transfer (automatic),67.4,3306.85,66.137,0,0,1,9755-JHNMN,0,0.0216915580238443,Low Risk,Normal monitoring
Male,0,No,No,19,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,18.8,279.2,13.96,0,0,1,7369-TRPFD,0,0.1150031659316418,Low Risk,Normal monitoring
Male,0,No,No,2,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,80.95,171.15,57.05,1,1,0,9878-TNQGW,1,0.911012575247266,High Risk,Offer long-term contract discount
Male,0,Yes,No,52,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),95.65,5088.4,96.00754716981132,1,0,0,2279-AXJJK,0,0.5248353751356156,Medium Risk,Send satisfaction survey and retention message
Male,0,Yes,No,23,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,No,Electronic check,84.25,1968.1,82.00416666666666,1,0,0,5016-IBERQ,0,0.6519347645988358,Medium Risk,Send satisfaction survey and retention message
Male,1,No,No,8,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.7,572.85,63.650000000000006,0,1,0,1016-DJTSV,0,0.8309985726868906,High Risk,Offer long-term contract discount
Female,1,Yes,Yes,65,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),103.9,6767.1,102.53181818181818,1,0,1,8433-WPJTV,0,0.3943056731530964,Low Risk,Normal monitoring
Male,0,No,Yes,2,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,55.3,108.65,36.21666666666667,0,1,0,8903-XEBGX,0,0.7779929357636013,High Risk,Offer long-term contract discount
Female,0,Yes,No,62,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),23.65,1416.75,22.48809523809524,0,0,1,2632-TACXW,0,0.022360634812359,Low Risk,Normal monitoring
Male,0,No,No,3,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Mailed check,89.85,244.45,61.1125,1,1,0,7952-OBOYL,0,0.8543102109991282,High Risk,Offer long-term contract discount
Male,0,Yes,Yes,49,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,One year,Yes,Electronic check,93.65,4520.15,90.403,1,0,1,1470-PSXNM,0,0.4752798854999604,Medium Risk,Send satisfaction survey and retention message
Female,0,No,Yes,15,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),69.0,994.8,62.175,0,0,0,6227-HWPWX,1,0.526380974131263,Medium Risk,Send satisfaction survey and retention message
Female,0,No,Yes,41,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),20.25,865.0,20.59523809523809,0,0,1,5924-SNGKP,0,0.0642137634979203,Low Risk,Normal monitoring
Female,1,No,No,46,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,104.45,4863.85,103.48617021276596,1,0,0,8818-DOPVL,0,0.7809011955971541,High Risk,Offer long-term contract discount
Male,0,No,No,56,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),25.95,1444.05,25.33421052631579,0,0,1,4521-WFJAI,0,0.0341314692858436,Low Risk,Normal monitoring
Male,0,No,No,48,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,95.4,4445.3,90.7204081632653,1,0,0,4724-WXVWF,0,0.5921046719355736,Medium Risk,Send satisfaction survey and retention message
Male,0,No,No,2,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,70.7,129.2,43.06666666666666,1,1,0,3717-OEAUQ,0,0.8143437650176198,High Risk,Offer long-term contract discount
Female,0,Yes,Yes,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),23.75,1679.25,23.003424657534246,0,0,1,8165-ZJRNM,0,0.014010222934565,Low Risk,Normal monitoring
Male,0,Yes,No,45,Yes,No,DSL,Yes,Yes,Yes,No,Yes,Yes,One year,No,Bank transfer (automatic),78.8,3597.5,78.20652173913044,1,0,1,7838-LAZFO,0,0.1322930607688452,Low Risk,Normal monitoring
Male,0,Yes,Yes,37,Yes,Yes,DSL,Yes,No,Yes,Yes,No,No,Two year,Yes,Credit card (automatic),62.8,2278.75,59.9671052631579,0,0,1,0513-RBGPE,0,0.05660500038791,Low Risk,Normal monitoring
Female,0,No,No,61,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Mailed check,89.2,5500.6,88.71935483870968,1,0,0,7251-XFOIL,0,0.4967370387074468,Medium Risk,Send satisfaction survey and retention message
Female,0,No,No,60,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.6,1093.0,17.918032786885245,0,0,1,2525-GVKQU,0,0.0163010092348893,Low Risk,Normal monitoring
Female,1,Yes,No,2,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Credit card (automatic),50.15,115.1,38.36666666666667,0,1,0,7579-OOPEC,1,0.5716194827974269,Medium Risk,Send satisfaction survey and retention message
